"method","N","M","P","execution_time","work_performed"
"dijkstra_nospeedup","123","308","1","139.94987491992188","151.37772367773437"
"dijkstra_nospeedup","72","141","1","27.1059174296875","30.127701220703123"
"dijkstra_nospeedup","43","83","1","4.397774774902344","4.9601527216796875"
"SPFA","154","329","1","13.715464983154297","13.767200739387512"
"SPFA","152","380","1","20.061060570678713","20.026906804229736"
"SPFA","50","98","1","0.41741120495605466","0.4266926202545166"
"SPFA","148","316","1","15.719874251098632","15.725322225585938"
"SPFA","106","217","1","5.289771215942383","5.305745808166504"
"SPFA","164","361","1","22.127052166625976","22.12726606488037"
"SPFA","66","163","1","1.325362768371582","1.3280198730773927"
"SPFA","42","76","1","0.2283108370666504","0.2356016723022461"
"SPFA","103","194","1","4.4710544111938475","4.4930679361763"
"SPFA","51","109","1","0.5477551526184082","0.5525037924957276"
"SPFA","32","58","1","0.08958390742492676","0.09539295601654053"
"SPFA","73","134","1","1.4255741473388672","1.4403323915405273"
"SPFA","130","277","1","7.806810240051269","7.854229514938354"
"SPFA","101","189","1","4.206568224121094","4.228226262214661"
"SPFA","26","47","1","0.04903449447631836","0.05254280844116211"
"SPFA","37","68","1","0.13428643382263183","0.14176866104888916"
"SPFA","159","348","1","19.880824911865233","19.88041331852722"
"SPFA","105","310","1","6.691121313110352","6.673400171730042"
"SPFA","28","50","1","0.08120659875488281","0.08435172218322753"
"SPFA","110","279","1","7.005761845825195","6.9976243483505245"
"SPFA","89","184","1","3.116665596740723","3.1215296389961242"
"SPFA","155","338","1","18.41952097668457","18.414172189323427"
"SPFA","118","222","1","6.291244234375","6.321524750686645"
"SPFA","103","194","1","4.46930071685791","4.488323399932861"
"SPFA","40","73","1","0.18099914416503907","0.18853233432006836"
"SPFA","101","297","1","5.920676456176758","5.9050805193099976"
"SPFA","114","338","1","8.733693556518555","8.706640374557495"
"SPFA","138","298","1","13.125864243041992","13.124924961791992"
"SPFA","52","103","1","0.4711601515197754","0.47968715783691407"
"SPFA","70","141","1","1.3961340899047852","1.405689319404602"
"SPFA","51","109","1","0.5484576598815918","0.5525797155151367"
"SPFA","94","243","1","4.43706833605957","4.432555432991028"
"SPFA","105","197","1","4.6930640053710935","4.713697834144592"
"SPFA","137","293","1","12.086630298828124","12.089032877738953"
"SPFA","165","363","1","22.491617287231445","22.481146134605407"
"SPFA","65","161","1","1.2587070776367189","1.2649553217849732"
"SPFA","141","300","1","12.958857256958007","12.964837543933868"
"SPFA","192","480","1","39.819958340942385","39.758764524429324"
"SPFA","47","118","1","0.5044560411376953","0.505853527420044"
"SPFA","35","74","1","0.1827928730163574","0.1853633754196167"
"SPFA","76","216","1","2.3901876114501954","2.3842905372009278"
"SPFA","24","42","1","0.043022903900146486","0.04534187135314941"
"SPFA","67","121","1","1.009871127532959","1.024671039047241"
"SPFA","168","416","1","26.333713092895508","26.298708438545226"
"SPFA","58","162","1","1.0656575883178712","1.0618386934661865"
"SPFA","124","264","1","8.740622579589843","8.75159265989685"
"SPFA","145","361","1","17.082134323730468","17.057596534835817"
"SPFA","123","308","1","9.882994274291992","9.867668028701782"
"SPFA","72","141","1","1.611311564453125","1.6205019831962586"
"SPFA","43","83","1","0.2634447651062012","0.2707284527206421"
"SPFA_nospeedup","154","329","1","37.056898785644535","37.209131993896484"
"SPFA_nospeedup","152","380","1","41.224026073242186","41.38081587133789"
"SPFA_nospeedup","50","98","1","0.8865820786132812","0.9032076525268554"
"SPFA_nospeedup","148","316","1","31.00893746508789","31.15601636450195"
"SPFA_nospeedup","106","217","1","9.584284219482422","9.658738140625"
"SPFA_nospeedup","164","361","1","44.33009420678711","44.508851263183594"
"SPFA_nospeedup","66","163","1","2.3665683944702147","2.395203321166992"
"SPFA_nospeedup","42","76","1","0.4167944085998535","0.4280263139038086"
"SPFA_nospeedup","103","194","1","8.958381374511719","9.02716469116211"
"SPFA_nospeedup","51","109","1","1.0546980178222656","1.071421009399414"
"SPFA_nospeedup","32","58","1","0.15841845657348633","0.1653330444793701"
"SPFA_nospeedup","73","134","1","2.8492119947509766","2.8849261737670897"
"SPFA_nospeedup","130","277","1","19.722137436050414","19.832691950073244"
"SPFA_nospeedup","101","189","1","8.364126760009766","8.433154096557617"
"SPFA_nospeedup","26","47","1","0.08415419973754883","0.08874440399169922"
"SPFA_nospeedup","37","68","1","0.2475880358581543","0.2564650433959961"
"SPFA_nospeedup","159","348","1","38.996365857666014","39.16265664941406"
"SPFA_nospeedup","105","310","1","13.713794640502929","13.785704534179688"
"SPFA_nospeedup","28","50","1","0.13796612139892578","0.14375548944091796"
"SPFA_nospeedup","110","279","1","12.967576717529298","13.044520693359376"
"SPFA_nospeedup","89","184","1","5.97482625024414","6.027825737792969"
"SPFA_nospeedup","155","338","1","36.50347695507813","36.66142155615234"
"SPFA_nospeedup","118","222","1","13.808510162841797","13.900765948486328"
"SPFA_nospeedup","103","194","1","8.946780871948242","9.016228318847656"
"SPFA_nospeedup","40","73","1","0.3274910223083496","0.338214811706543"
"SPFA_nospeedup","101","297","1","11.98311222314453","12.05066756591797"
"SPFA_nospeedup","114","338","1","18.27154137182617","18.356958498535157"
"SPFA_nospeedup","138","298","1","23.977084172607423","24.098080368652344"
"SPFA_nospeedup","52","103","1","0.9905810848999024","1.008610154296875"
"SPFA_nospeedup","70","141","1","2.811542815917969","2.8447171137695313"
"SPFA_nospeedup","51","109","1","1.0560598474731446","1.0730014174804687"
"SPFA_nospeedup","94","243","1","7.869683087646484","7.929033197998047"
"SPFA_nospeedup","105","197","1","9.458856646728515","9.531055074462891"
"SPFA_nospeedup","137","293","1","23.69795419970703","23.822496806884764"
"SPFA_nospeedup","165","363","1","44.939140052246096","45.11416564013672"
"SPFA_nospeedup","65","161","1","2.264950498291016","2.2930532421875"
"SPFA_nospeedup","141","300","1","25.576964392333984","25.704192807617186"
"SPFA_nospeedup","192","480","1","84.60830581347656","84.84948141552735"
"SPFA_nospeedup","47","118","1","0.7577397020263672","0.7722965213623046"
"SPFA_nospeedup","35","74","1","0.3317202642211914","0.3400405416259766"
"SPFA_nospeedup","76","216","1","4.57130616809082","4.609994997558593"
"SPFA_nospeedup","24","42","1","0.07128114849853516","0.07511702807617188"
"SPFA_nospeedup","67","121","1","2.010556366760254","2.0394386282958985"
"SPFA_nospeedup","168","416","1","55.58026397314453","55.763633380859375"
"SPFA_nospeedup","58","162","1","1.891306023803711","1.9144100073242187"
"SPFA_nospeedup","124","264","1","17.298419102050783","17.398808419921874"
"SPFA_nospeedup","145","361","1","35.583017447998046","35.72175227539063"
"SPFA_nospeedup","123","308","1","19.110376829589843","19.210355770019532"
"SPFA_nospeedup","72","141","1","2.6071161395874025","2.6417608981933594"
"SPFA_nospeedup","43","83","1","0.5554497490234375","0.5676238861694336"
"MatMul","154","329","1","219.299736","227.2607415"
"MatMul","152","380","1","216.400784","223.3629245"
"MatMul","50","98","1","6.82554178125","7.43909609375"
"MatMul","148","316","1","210.673422","218.5492855"
"MatMul","106","217","1","75.7406825","78.939856"
"MatMul","164","361","1","235.484599","245.153401"
"MatMul","66","163","1","19.4279210625","20.735702"
"MatMul","42","76","1","4.15702065625","4.49006115625"
"MatMul","103","194","1","69.34342475","71.972062"
"MatMul","51","109","1","7.16102634375","7.6566986875"
"MatMul","32","58","1","1.4071976796875","1.540491453125"
"MatMul","73","134","1","25.9228188125","27.3755259375"
"MatMul","130","277","1","170.603249","176.387676"
"MatMul","101","189","1","66.1225495","69.105138"
"MatMul","26","47","1","0.8085155390625","0.89261846484375"
"MatMul","37","68","1","2.966361671875","3.28616571875"
"MatMul","159","348","1","229.446394","237.922202"
"MatMul","105","310","1","73.48885225","76.6766905"
"MatMul","28","50","1","0.993690234375","1.1131072265625"
"MatMul","110","279","1","84.34136175","87.88863325"
"MatMul","89","184","1","45.699119875","47.6442275"
"MatMul","155","338","1","221.1772805","228.8886775"
"MatMul","118","222","1","103.15155225","106.63166625"
"MatMul","103","194","1","69.27385825","71.84079375"
"MatMul","40","73","1","3.608048328125","3.913592484375"
"MatMul","101","297","1","65.79532175","68.53905375"
"MatMul","114","338","1","92.47459575","95.67893925"
"MatMul","138","298","1","190.269276","196.8977295"
"MatMul","52","103","1","7.47837825","8.00325375"
"MatMul","70","141","1","23.087924875","24.26073875"
"MatMul","51","109","1","7.128409375","7.60115646875"
"MatMul","94","243","1","53.37580825","55.70148025"
"MatMul","105","197","1","74.0248055","77.05584175"
"MatMul","137","293","1","188.4859885","195.4547475"
